"from","to","id"
"node_id_197","node_id_4136","""520258"""
"node_id_197","node_id_1208","""520297"""
"node_id_197","node_id_1053","""520298"""
"node_id_197","node_id_1598","""520300"""
"node_id_197","node_id_4206","""520314"""
"node_id_197","node_id_867","""520330"""
"node_id_197","node_id_8","""520340"""
"node_id_197","node_id_189","""520366"""
"node_id_197","node_id_442","""520448"""
"node_id_197","node_id_44","""520489"""
"node_id_197","node_id_198","""520490"""
"node_id_3317","node_id_3366","""529102"""
"node_id_3317","node_id_1508","""529350"""
"node_id_3317","node_id_829","""529361"""
"node_id_3317","node_id_4440","""529379"""
"node_id_3317","node_id_4441","""529396"""
"node_id_3317","node_id_3751","""529425"""
"node_id_3317","node_id_2257","""529486"""
"node_id_3317","node_id_1772","""529687"""
"node_id_3317","node_id_2429","""529758"""
"node_id_3317","node_id_3782","""530007"""
"node_id_3317","node_id_2633","""530026"""
"node_id_3317","node_id_1336","""530134"""
"node_id_2848","node_id_1383","""534311"""
"node_id_2848","node_id_3239","""534315"""
